item_name,platinum,quantity,seller
Kuva Throne Scene,149,1,Bartyde
Venom Teeth,35,4,MaxAltair
Star Amarast,1,334,Nerine_Radiata
Venerdo Hoverdrive,20,4,Junthis
Trail Blazer,15,8,Junthis
Scan Matter,95,1,RealSamurai
Kinetic Friction,19,1,Gasparotto
Air Time,15,1,ItsGumsTTV
Rail Guards,15,5,Junthis
Assault Mode,1,16,lostdoge08
Mag Locks,15,8,Junthis
Inertia Dampeners,15,4,Mista_Spice
Akvasto Prime Set,109,1,CasualAlcoholic
Perpetual Agony,4,28,DownloadMoreRAM
Armored Agility,4,1,LucasKonka
Body Count,9,2,Zollikami
Arcane Deflection,3,4,Tigar12
Weeping Wounds,20,1,Tokmori
Akbronco Prime Link,2,1,PreFree
Vermillion Storm,25,1,EskimoVic
Maiming Strike,4,1,Ryuooki
Investigator,8,1,Vivrin
Firewalker,2,1,Ahtih12
Hydraulic Crosshairs,3,8,Ahtih12
Toxic Flight,2,3,Acro
Laser Sight,5,1,VeridicalSeeker
Smite Infested,4,7,RevantheCrusader
Venom Dose,9,1,MrFortyseven
Rending Turn,3,1,BlackAlbinoBoots
Seismic Wave,13,5,7owel
Dakra Prime Handle,9,1,_xRAMPAGEx_
Expel Grineer,5,10,coast98
Soma Prime Barrel,9,1,Achlyyss
Mag Prime Neuroptics Blueprint,18,1,ManiacVB
Primed Fast Hands,65,1,Opendia
Furax Wraith Set,10,100,Together_Forever
Dead Eye,10,1,Zollikami
Melee Riven Mod (Veiled),4,1,Glokame
Corrosive Projection,15,3,GHOST.FREAK
Pistol Riven Mod (Veiled),5,1,Keigo_Raxh
Heavy Trauma,1,4,Ryuooki
Exodia Valor,10,1,_GxdStatus_
Charged Chamber,2,10,Ahtih12
Tidal Impunity,15,1,Fachita
Piercing Caliber,39,1,Frithiof
Arcane Backdraft Helmet,195,1,lowlifecanine
Adhesive Blast,2,3,HashBrain
Thundermiter,25,1,DragonCarol
Finishing Touch,2,15,ToxicZombie2008
Static Alacrity,15,1,DragonCarol
Ash Prime Chassis Blueprint,10,1,Jonbars
Tigris Prime Blueprint,29,3,KKIF0
Emergent Aftermath,14,1,xd_Buresz
Fortitude,5,2,DeangelPrime
Ash Prime Systems Blueprint,35,10,A-Akaza-
Mag Prime Systems Blueprint,15,1,everbus
Prisma Grakata,55,2,ESTRUCO
Mobilize,2,9,Ahtih12
Vectis Prime Receiver,30,1,prcook
Automatic Trigger,5,1,phantasmalwordsmith
Vaykor Sydon,30,1,ProbablyET
Slip Magazine,10,769,Kamrimal
Homing Fang,5,16,BatzoPrime
Arcane Grace,8,1,-Kensey-
Maul,5,3,RuinAwakening
Enhanced Vitality,4,100,BiNGO-BAG
Bo Prime Ornament,23,1,EmErDogi2
Dera Vandal Receiver,5,1,YuriahTHS
Ankyros Prime Set,45,1,The_Rat_King22
Vile Acceleration,10,1,Gho5t-
Barrel Diffusion,3,1,BlackAlbinoBoots
Whirlwind,5,1,DeangelPrime
Antitoxin,3,1,Richardprvy1
Disruptor,3,30,Big-Life
Heavy Caliber,5,3,360NoSCopeO
Piercing Hit,10,664,Kamrimal
Continuity,3,5,Lychnitis
Tainted Clip,2,2,Moloch_Dwarf
Shock Trooper,10,1,ZenunUmbra
Flow,1,2,asdlkj.
Critical Deceleration,10,1,AoNZayne
Wyrm Prime Carapace,15,1,everbus
Healing Flame,10,9,M16Gamma
Atlantis Vulcan,5,2,_Aranar_
Prisma Tetra,55,1,Left
Sonic Fracture,14,6,M16Gamma
Paris Prime Set,10,1,Sth3alter
Trinity Prime Set,60,1,xTonsOfFun-
Vigilante Armaments,4,7,snowballpee
Sybaris Prime Blueprint,4,1,Silent-Lamb
Beguiling Lantern,14,1,huppeldaaf
Ballistica Prime Set,69,2,Blueberry1843
Virtuos Fury,4,15,Zorayas
Virtuos Null,3,5,Orth
Virtuos Tempo,8,5,Orth
Exodia Force,10,6,TheLionOfOrange
Virtuos Ghost,4,5,Orth
Chromatic Blade,10,1,ZenunUmbra
Expel Orokin,19,3,HappiNakir
Gladiator Aegis,4,5,Zollikami
Neutralizing Justice,10,1,victor190802br
Radiant Zodian,2,134,antonio02dj
Wukong Prime Blueprint,40,24,DeangelPrime
Wukong Prime Systems Blueprint,10,1,MauroXD04
Zhuge Prime String,5,1,IFEELBLOOD
Gilded Truth,11,1,SohhDerMenge
Link Fiber,5,1,Esi_of_Hasir
Sure Footed,8,6,DarkzinhoPT
Bleeding Willow,3,3,Ryuooki
Undying Will,2,1,Erodori
Iron Phoenix,2,5,Ryuooki
Pointed Wind,6,1,quirkyturtle9001
Stabilizer,4,3,Erodori
Rifle Scavenger,14,1,PepePonpin
Quickening,15,1,Dio_Bardo
Rubedo-Lined Barrel,4,7,Ahtih12
Sundering Strike,3,1,Krozs_0707
Negate,50,6,SATAbuild
Peculiar Growth,30,1,soggyfriess
Destreza Prime Blade,35,1,Eragon714497
Mecha Empowered,14,2,-Sp1rit-
Mecha Pulse,7,1,Ragnargh
Regen,1,10,lostdoge08
Aklex Prime Link,20,1,Kuramchik2020
Speed Trigger,2,7,lostdoge08
Augur Secrets,28,1,cryin2
Cressa's Garrison Scene,199,1,Bartyde
Arbiter's Tribunal Scene,180,1,EternalDamnedAkatsuki
Grineer Forest Industry Scene,20,2,TheEdouardu77
Banshee Prime Systems Blueprint,10,1,Samper_Fi_97
Arrow Mutation,2,1,Erodori
Hydroid Prime Blueprint,15,1,G0fty
Hastened Deflection,10,1,slayermj12
Infectious Injection,10,2,Hong.Kong_Doll
Wise Razor,9,4,HappiNakir
Equinox Prime Systems Blueprint,40,2,YoToBro
Archgun Riven Mod (Veiled),18,1,tobiwolf
Paris Prime Blueprint,2,1,Larizzl
Resonating Quake,14,10,M16Gamma
Flailing Branch,2,4,Acro
Frostbite,17,1,GGTrash
Gas City Central Drop Scene,10,2,TheEdouardu77
Lua Unairu Lens,29,1,NNNiceS
Shepherd,5,1,EmberEye_
Deadly Efficiency,5,2,phantasmalwordsmith
Virtuos Forge,7,5,Orth
Akvasto Prime Blueprint,70,1,everbus
Akvasto Prime Link,18,15,xLuanHenrique
Contamination Casing,10,15,Hong.Kong_Doll
Onkko's Command Post Scene,250,1,EternalDamnedAkatsuki
Flux Overdrive,1,6,ArkIsHere
Venka Prime Set,105,3,CasualAlcoholic
Suppress,5,10,coast98
Target Fixation,13,2,TheOzzer
Maglev,5,1,DVRKSER
Cleanse Grineer,10,208,Kamrimal
Heightened Reflexes,499,1,Bartyde
Hunt,5,1,ChicaoInsano
Orthos Prime Blueprint,2,1,LuisAngel0502
Hall Of Malevolence,14,34,ShadowMageAlpha
Smite Grineer,4,12,RevantheCrusader
Firestorm,5,1,Hallowed_Deception
Bane Of Corpus,2,22,Dak_1993
Berserker Fury,5,1,Zollikami
Rousing Plunder,12,1,Glokame
Loose Magazine,80,1,Kirouna
Life Strike,2,6,Ryuooki
Handspring,2,1,Hallowed_Deception
Paris Prime Grip,2,1,wordnA
Electrified Barrel,7,4,Raidibotti
Savior Decoy,14,1,huppeldaaf
Stalking Fan,9,1,Souljester33
Primed Bane Of Orokin,45,5,Chuuby473
Warm Coat,5,10,DreamJuno
Tainted Mag,2,1,anveraxus
Tactical Retreat,15,1,DragonCarol
Bright Purity,10,1,OnlyPlayWithMe
Frigid Blast,9,4,Ratmom
Shrapnel Rounds,49,1,Bartyde
Bleeding Edge,10,94,Kamrimal
Pax Seeker,15,5,Orth
Mesa Prime Blueprint,5,2,Shaddock223
Equinox Prime Neuroptics Blueprint,8,1,Prototipogamers
Redeemer Prime Blueprint,5,1,TemvipWF
Virtuos Spike,10,5,Orth
Tipedo Prime Blueprint,5,1,Tigar12
Flame Repellent,10,826,Kamrimal
Quanta Vandal,70,1,EragoldePrime
Mara Detron,150,1,ShinoHarvest
Shock Absorbers,3,2,DownloadMoreRAM
Bronco Prime Receiver,1,1,Larizzl
Mutalist Alad V Nav Coordinate,8,3,Volmie
Burston Prime Blueprint,3,1,NerditoBuritto
Soft Hands,4,1,Zecqi
Spring-Loaded Broadhead,3,1,Hurkisq
Rift Torrent,14,1,poulgasol22
Burston Prime Stock,1,1,TheBassWarrior
Tactical Reload,4,1,Erodori
Hikou Prime Blueprint,3,1,VirDeBellum
Primed Slip Magazine,45,2,MrKittyKat
Shelter,5,5,DRAGATUS
Gemini Cross,3,1,WekroM
Rupture,1,11,lostdoge08
Arcane Vanguard Helmet,250,1,Aniramamil
Fomorian Accelerant,7,1,CLIKBAITGOD
Primed Flow,50,6,iori-guts
Imperator Vandal Blueprint,7,1,ARD905
Primed Pistol Ammo Mutation,80,1,Justadam69
Arcane Pendragon Helmet,450,1,Han-Chuang_K
Prisma Veritux,60,1,BITI3b
Resonance,13,1,Atremiz
Ballistic Bullseye,14,1,huppeldaaf
Volt Prime Blueprint,24,2,Setsuna_x3
Piercing Navigator,14,4,ShadowMageAlpha
Gas City Alad's Laboratory Scene,10,2,TheEdouardu77
Magnum Force,2,1,Ryuooki
Expel Corpus,3,1,Sunhawkk
Ember Prime Chassis Blueprint,10,1,hitokachi
Arcane Tempo,2,10,phantasmalwordsmith
Madurai Lens,3,2,Broker121
Unairu Lens,2,25,ShadowMageAlpha
Cunning Drift,8,2,Skrelpy25
Endurance Drift,3,3,Fpidusahl
Abating Link,12,1,lordofire12
Power Drift,5,20,F100DEDDFWM
Speed Drift,20,1,Praanz
Hallowed Eruption,12,1,Varothh
Stealth Drift,2,4,Erodori
Rhino Prime Chassis Blueprint,6,2,Fhilee
Cutting Edge,5,4,RevantheCrusader
Iron Shrapnel,13,3,kanabis74
Akbronco Prime Set,8,1,Belrus_Griffin
Contagious Spread,5,9,Killer2611992
Arcane Agility,4,65,Kapeika6
Piercing Roar,12,1,kanabis74
Carrier Prime Set,75,1,zyzy20
Hushed Invisibility,13,1,ZenunUmbra
Dakra Prime Set,37,3,Holographq
Pilfering Swarm,10,1,Sunhawkk
Diamond Skin,2,6,lostdoge08
Dera Vandal Set,35,1,_Melar_
Toxic Sequence,18,1,OnlyPlayWithMe
Latron Wraith Blueprint,12,1,YlangWx
Latron Wraith Receiver,20,1,Gumino715
Latron Wraith Stock,13,1,Monosteffer7324
Latron Wraith Set,77,1,Eztral2054
Territorial Aggression,2,1,Acro
Swipe,2,10,Big-Life
Pounce,4,4,Schizobia
Sharpened Claws,4,10,DreamJuno
Twin Vipers Wraith Link,10,1,MARViN_vv
Twin Vipers Wraith Receivers,15,1,UltimateGrox
Twin Vipers Wraith Set,45,1,Ai_Yua
Enemy Radar,20,1,pcthegame
Nekros Prime Chassis Blueprint,9,1,wedheyzeus
Arcane Bodyguard,3,2,sahstream666
Arcane Primary Charger,3,1,ShanghaiPH
Swift Momentum,5,1,Flishcap
Combat Discipline,5,3,KastarTroy
Arcane Blade Charger,3,1,Carriedjoema
Melee Guidance,4,4,VeridicalSeeker
Atlas Prime Chassis Blueprint,8,1,everbus
Dethcube Prime Carapace,4,1,Oaethe
Dethcube Prime Cerebrum,35,1,Eragon714497
Tekko Prime Gauntlet,5,1,SirJonas.
Dethcube Prime Blueprint,20,1,Dozion
Dethcube Prime Set,75,3,sabrac9
Glacial Edge,3,1,ToxicZombie2008
Organ Shatter,1,12,lostdoge08
Limbo Prime Systems Blueprint,4,3,neonmacska
Runtime,3,2,Lacroxer
Hit And Run,5,1,Esi_of_Hasir
Ivara Prime Neuroptics Blueprint,5,1,Setsuna_x3
Ivara Prime Chassis Blueprint,30,1,thebudderwrench
Ivara Prime Systems Blueprint,9,1,Setsuna_x3
Baza Prime Blueprint,9,1,blackhunter54
Baza Prime Set,65,1,paladinjack
Aksomati Prime Set,89,1,Nindzjan_Gaming_YouTube
Aksomati Prime Link,38,1,deidald
Baza Prime Stock,35,1,Sanekshi
Aksomati Prime Receiver,5,3,_vashh_
Gram Prime Handle,20,1,Renormon
Primed Reach,50,1,vlakc4t
Warding Thurible,10,1,Yishi_
Helios Prime Blueprint,6,1,Tomas_Pt999
Terminal Velocity,9,3,Lathary_
Ice Storm,2,1,Pichulosauriox
Cyclone Kraken,14,1,jumao555
Karak Wraith Receiver,13,1,NoobVex
Orvius Disc,1,49,alterror1
Vazarin Lens,2,5,Broker121
Sinking Talon,2,4,Acro
Health Conversion,57,3,ESTRUCO
Reflex Coil,2,19,ToxicZombie2008
Vasto Prime Receiver,6,1,CurtainMh
Loot Detector,15,5,cybersparky13
Repelling Bastille,11,1,Sunhawkk
Hollowed Bullets,8,1,Scooben
Scimitar Engines Blueprint,1,1,borritoeater69
Ironclad Charge,10,1,Atremiz
Veil's Binding Scene,29,1,BigBubbaJukes
Magus Drive,15,5,Orth
Quick Reload,8,1,foolscr0w
Strain Fever,15,1,MORVID666ANGEL
Archgun Ace,15,2,MORVID666ANGEL
Mad Stack,24,1,sly_squash
Teeming Virulence,14,1,huppeldaaf
Fortuna Scene,100,1,Jun_Hope
Tipedo Prime Ornament,10,1,Setsuna_x3
Stradavar Prime Receiver,4,1,Shaddock223
Snipetron Vandal Barrel,20,1,Ra1BaN
Arcane Scorpion Helmet,50,1,Bad.Warden
Wyrm Prime Cerebrum,20,2,Radegast-
Spry Sights,4,3,Ahtih12
Targeting Receptor,12,1,CSBradley
Ayatan Valana Sculpture,4,2,RushoBinnabi
Bane Of Infested,3,1,Ahtih12
Shocking Touch,2,18,Ahtih12
Cyngas Barrel,8,1,IFEELBLOOD
Sprint Boost,18,1,TheOzzer
Furious Javelin,10,2,Viccaden
Lex Prime Blueprint,2,1,_Master_Baiter_
Gas City Elemental Refinement Scene,20,1,Renormon
Hellfire,2,8,Ahtih12
Argon Plating,3,1,RevantheCrusader
Corpus Void Key,2000,2,Wasamii
Hikou Prime Set,49,1,adsv
Seeker,3,2,Ahtih12
Molten Impact,2,20,Big-Life
Orthos Prime Handle,2,1,TheVeganTeacher
Reaper Prime Blade,13,1,Wild_LuCIFeR_
Rending Strike,4,1,Carriedjoema
Ammo Stock,5,5,Tigar12
Self Destruct,5,1,DVRKSER
Spring-Loaded Chamber,7,1,DevilTailP
Accelerated Blast,1,3,Soulgeking
Scindo Prime Blueprint,5,1,360NoSCopeO
Tainted Shell,2,1,chrxmexrei
Stinging Truth,12,1,Nichder_
Repeater Clip,8,10,DreamJuno
Killing Blow,3,2,Acro
Embedded Catalyzer,5,1,Meiko77
Magma Chamber,9,2,nofaceosama
Rebound,3,2,Acro
Arcane Storm Helmet,220,1,Kirouna
Reach,1,9,lostdoge08
Tear Azurite,1,50,Orth
Shotgun Riven Mod (Veiled),5,1,Jorgix
Magus Cadence,5,12,z3dm
Exodia Brave,10,1,TheLionOfOrange
Exodia Hunt,6,4,TheLionOfOrange
Exodia Triumph,10,1,Chlebek3214
Magus Nourish,10,21,Symbiont
Virtuos Shadow,3,5,PHaraOH.A
Ember Prime Systems Blueprint,9,1,MORVID666ANGEL
Frost Prime Chassis Blueprint,17,1,Aasithar
Rhino Prime Systems Blueprint,7,1,VDust
Ember Prime Blueprint,28,1,XFlowerCR
Eroding Blight,9,1,Shaku0104
Deadly Sequence,10,1,Binachi
Fever Strike,2,3,Ahtih12
Sawtooth Clip,3,5,DownloadMoreRAM
Arcane Essence Helmet,100,1,KlimGotIt
Arcane Locust Helmet,400,1,Mipit
Tempo Royale,10,1,Quinnie2k
Radian Sentirum,2,268,antonio02dj
Prisma Gorgon,70,1,Elmostro13
Brain Storm,20,1,Deadstar414
High Noon,6,1,SuperChoque
Scattered Justice,8,5,IMaLo2
Brutal Tide,4,8,Cousinit117
Funnel Clouds,14,1,huppeldaaf
Ash Prime Blueprint,14,1,turtleshellz
Decurion Receiver,9,1,IFEELBLOOD
Toxic Blight,13,1,junglediff22
Kavasa Prime Kubrow Collar Blueprint,5,3,TwistedFox.7c
Ayatan Cyan Star,1,24,Jab_Nin
Fatal Acceleration,2,13,Ahtih12
Phaedra Barrel,10,9,TrueCatch
Thief's Wit,3,195,BiNGO-BAG
Furax Wraith Left Gauntlet,10,1,MARViN_vv
Melee Prowess,1,100,Big-Life
Ayatan Amber Star,2,100,DullahanHollow
Prolonged Paralysis,20,1,CHSDevilish
Rifle Riven Mod (Veiled),10,1,Gaiiiiia
Quickdraw,1,13,lostdoge08
Guardian Derision,2,1,Hallowed_Deception
Icy Avalanche,12,2,lordtherenas
Vay Hek Frequency Triangulator,6000,1,korVin40
Whiplash Mine,199,1,iknalik
Odomedic,13,1,UNCLE_PECOS
Proton Jet,2,1,QuixoteGrimmXite
Security Override,70,1,Asylum414
Rift Haven,12,1,Purpletta
Machete Wraith,60,2,EL_SANTI_PA
Safeguard,14,4,ShadowMageAlpha
Prova Vandal,65,4,Lysiohn
Path Of Statues,10,2,_JetWorld_
Contagion Cloud,10,1,MrFortyseven
Reaper Prime Set,35,1,Polliwolli
Immolated Radiance,13,9,AlmightyTaco10
Vauban Prime Blueprint,15,1,PESADILLA38
Carrier Prime Carapace,10,1,KrustEKrab
Magnetized Discharge,14,1,MikulllC
Ankyros Prime Blueprint,5,3,Achlyyss
Boar Prime Barrel,15,1,IFEELBLOOD
Oberon Prime Chassis Blueprint,8,1,everbus
Lock And Load,3,2,Ryuooki
Silva & Aegis Prime Blade,6,1,Radynia
Arcane Guardian,9,2,NIDrown
Boltor Prime Blueprint,14,1,droid1068095
Fast Deflection,2,29,Drakariss88
Sybaris Prime Set,69,3,Blueberry1843
Oberon Prime Systems Blueprint,18,1,pseudonymouse
Baza Prime Receiver,5,1,grimze2212
Primed Smite Infested,25,1,dxxmmxth
Shedu Barrel,9,1,7owel
Shedu Receiver,8,1,Rowzsky
Primed Smite Corpus,30,1,Zrkll
Shedu Set,35,1,MORVID666ANGEL
Shedu Chassis,9,1,Oaethe
Void Cloak,4,2,Acro
Squad Renew,6,1,CSBradley
Section Density,3,5,saminsrule
Flow Burn,3,5,Acro
Surging Dash,14,1,huppeldaaf
Conductor,10,6,norigamiwolf
Accumulating Whipclaw,9,2,elzalupos
Heart Noctrul,1,150,CentrelinkCrusader
Photon Repeater,13,3,Binachi
Redeemer Prime Set,40,1,ImHxperr
Hypothermic Shell,9,1,HappiNakir
Warhead,2,6,Ahtih12
Battle Stations,7,2,AltCrest00
Countermeasures,4,1,WekroM
Blood Forge,10,1,SEGADELLANOTTE
Balefire Surge,15,1,Fachita
Sentient Basin Scene,50,1,Vindicted
Sentient Balcony Scene,35,1,phantasmalwordsmith
Endless Lullaby,14,1,Bonespime1808
Magus Accelerant,10,27,MasterVanMoord
Galatine Prime Blueprint,40,1,Zenix_K_Drakar
Aerial Ace,20,2,Kristi88
Energizing Shot,18,9,TristeYou.
Anchored Glide,14,1,huppeldaaf
Venomous Clip,8,7,DreamJuno
Dera Vandal Barrel,12,1,ResidentSchleeper
Counterweight,20,1,_Aranar_
Anti-Grav Grenade,199,1,Bartyde
Brief Respite,11,1,leumasx7
Orthos Prime Set,10,1,ImHxperr
Hysterical Assault,49,1,Bartyde
Gorgon Frenzy,10,3,xXNikisoXx
Volt Prime Set,79,1,anmi000
Esher Devar,1,50,Orth
Banshee Prime Neuroptics Blueprint,3,1,Iphonecomandroid
Electro Pulse,15,1,slayermj12
Neutralize,5,4,TubbyTacoSlap
Retrieve,7,1,FlareTheFolf
Imperator Vandal Receiver,15,2,MARViN_vv
Secura Lecta,40,1,Japaezs
Amesha Set,40,1,Theabismo
Elytron Harness,99,1,Bartyde
Elytron Set,45,1,NothingIsuseless
Itzal Harness Blueprint,19,1,MaximBlum
Itzal Set,80,1,-r3tro-
Ayatan Vaya Sculpture,3,6,elYiorgi
The Perrin Sequence Augment Mod,10,10,OmegaRiddler
New Loka Augment Mod,15,1,Project_Genji
Arbiters of Hexis Augment Mod,10,3,ChevChelios44
Charm,2,2,Ahtih12
Cat's Eye,4,1,ShanghaiPH
Medi-Pet Kit,2,4,Frostvali
Reaper Prime Handle,10,1,Rerinar
Sicarus Prime Barrel,9,1,Deathbunnies
Braton Prime Barrel,2,3,Volaenyr
Purifying Flames,8,1,Final900
Elytron Wings,24,1,MaximBlum
Mischief,4,2,Carriedjoema
Tigris Prime Set,40,1,Desviante
Shield Charger,1,7,ArtemisMagus
Rakta Dark Dagger,29,2,BlueNebula
Static Discharge,3,1,Hallowed_Deception
Pain Threshold,2,2,Frostvali
Paris Prime String,1,1,TheBassWarrior
Double-Barrel Drift,4,6,.Flaske.
Gorgon Wraith Blueprint,4,1,ShadowPrime321
Argon Scope,4,1,Shadowfoxbrown
Sicarus Prime Receiver,20,1,prcook
Mantis Engines Blueprint,4,1,EmErDogi2
Sure Shot,3,2,Ahtih12
Glaive Prime Blade,16,2,krestikbuy
Karak Wraith Set,55,1,Bicudo60
Fragor Prime Set,40,1,BrayanStearms
Crimson Dervish,6,2,jumao555
Akstiletto Prime Blueprint,17,2,PESADILLA38
Akstiletto Prime Barrel,13,1,Yovani_D_Funny
Deep Freeze,4,6,RevantheCrusader
Akstiletto Prime Receiver,19,1,AncientOnly
Physique,4,1,GirthEmperor
Akbolto Prime Receiver,20,1,Freezig1
Paris Prime Upper Limb,1,1,Silent-Lamb
Akbolto Prime Blueprint,5,1,CarboTurbo
Silva & Aegis Prime Blueprint,8,2,Wildrage18444444
Scindo Prime Blade,15,1,_Abhishek_
Euphona Prime Barrel,4,1,TheBassWarrior
Mag Prime Blueprint,40,1,zyzy20
Furax Wraith Blueprint,3,1,PresidentBacon
Frost Prime Systems Blueprint,10,1,MORVID666ANGEL
Ice Spring,3,3,Ryuooki
Shattering Impact,3,4,Lathary_
Morphic Transformer,4,1,Krozs_0707
Helios Prime Cerebrum,17,1,Sitacho
Paris Prime Lower Limb,2,1,TheVeganTeacher
Triple Tap,15,1,DragonCarol
Malicious Raptor,8,1,PreSucrose
Shield Of Shadows,12,3,realgoldfish123
Hollow Point,2,1,Ryuooki
Enduring Strike,3,2,Acro
Sequence Burn,10,1,CloudATL
Mantis Fuselage Blueprint,5,1,Kuva-Junkie
Bladed Rounds,13,1,Souljester33
Shred,5,2,Namezzis
Mantis Avionics Blueprint,4,1,Chlebek3214
Serration,2,30,_R0SSA_
Arcane Healing,2,1,ShanghaiPH
Scimitar Fuselage Blueprint,7,2,ResidentSchleeper
Quick Return,2,17,ToxicZombie2008
Lightning Rod,10,2155,Kamrimal
Arcane Warmth,2,31,FitGurl
Steel Charge,20,1,Mammon_17
Rage,8,1,Erodori
Lasting Sting,2,30,Big-Life
Sancti Magistar,40,6,Hong.Kong_Doll
EMP Aura,10,1,hunderdzero
Pacifying Bolts,13,3,xXminecloneXx
Metal Fiber,2,400,BiNGO-BAG
Energy Amplifier,9,3,HappiNakir
Venari Bodyguard,10,3,Jelanat
Virtuos Trojan,10,5,Orth
Blinding Reave,12,1,poulgasol22
Dread Ward,10,1,MrFortyseven
Prisma Grinlok,65,1,Hedu23
Equinox Prime Chassis Blueprint,3,1,Iphonecomandroid
Stradavar Prime Blueprint,11,1,blackhunter54
Vaykor Marelok,25,1,MushroomHeed
Titania Prime Neuroptics Blueprint,7,42,Semblantx
Pangolin Prime Blade,9,1,Xx_Your_DEATH_xX
Pangolin Prime Set,29,1,andreboy2
Titania Prime Blueprint,9,1,Baymax17
Revo Reducer,2,2,Erodori
Sentient Scalpel,2,40,Drakariss88
Titania Prime Set,74,1,SaxySaxophone
Tribunal,10,12,zMadonna
Catapult,11,3,LovelySad
Blazing Pillage,10,1,Sunhawkk
Spellbound Harvest,9,1,Oaethe
Cruising Speed,3,2,Ahtih12
Artillery Cheap Shot,10,1,BlarkenHeimel
Turret Velocity,45,1,Murphala
Ordnance Cheap Shot,9,1,Mchaggis79
Ballista Measure,30,1,DALAOCHENCHUAN
Quicklock,10,596,Kamrimal
Ordnance Velocity,30,1,Gho5t-
Primed Cleanse Grineer,55,3,Jonbars
Primed Cleanse Infested,35,1,XFlowerCR
Primed Cleanse Corpus,60,6,Mammon_Prime
Primed Cleanse Orokin,45,3,zthzth
Abundant Mutation,13,1,Seijuki
Dizzying Rounds,20,1,Purpletta
Revealing Spores,9,3,-Flo19-
Enraged,15,1,MaRmo5x5
Rubble Heap,11,998,Sir_Fatal
Precision Strike,13,1,Mixenn
Deadly Maneuvers,15,1,TheOzzer
Banshee Prime Blueprint,5,1,Kate45073
Chilling Reload,3,5,Erodori
Streamlined Form,2,1,ArkIsHere
Drifting Contact,4,2,Casteru
Valkyr Prime Chassis Blueprint,48,3,Saki.Move
Primed Cryo Rounds,58,1,CookieMonsterPrime69
Centaur Set,59,1,Habitat_
Onorix Set,30,1,VARUM99
Agkuza Set,60,4,DraugrOverlord
Healing Return,5,1,Arkhas017
Reinforcing Stomp,12,1,TheOzzer
Rathbone Set,35,3,DraugrOverlord
Relentless Combination,3,32,Ahtih12
Cernos Prime Blueprint,4,1,Silent-Lamb
Cernos Prime Lower Limb,23,1,nameYT85
Cernos Prime Upper Limb,8,1,KanyeVest
Cernos Prime Grip,6,2,asasasasaa
Condition Overload,8,2,xXPunchyXx
Viral Tempest,13,1,poulgasol22
Dispatch Overdrive,5,91,-RG-Komi
Enduring Affliction,4,1,Acro
Pistol Scavenger,15,1,Txla
Wyrm Prime Set,70,1,anmi000
Naramon Transmute Core,7,4,Jab_Nin
Vazarin Transmute Core,8,6,Jab_Nin
Vengeful Revenant,5,1,Esi_of_Hasir
Astral Autopsy,65,1,Atom_Games_Online
Ergo's Boardroom Scene,149,1,Bartyde
Agile Aim,2,8,Ahtih12
Plains Of Eidolon Scene,20,1,LucasKonka
Burston Prime Barrel,2,1,Broker121
Ice Wave Impedance,10,1,ItsJustaRide
Volt Prime Systems Blueprint,10,4,Setsuna_x3
Dakra Prime Blade,14,3,7owel
Glaive Prime Disc,9,1,1105444322
Ayatan Ayr Sculpture,4,3,Medjhail
Stretch,2,7,Ryuooki
Agkuza Guard,9,1,Ragnargh
Intensify,2,1,Erodori
Heavy Warhead,25,1,DragonCarol
Karak Wraith Stock,12,1,Monosteffer7324
Madurai Transmute Core,8,10,Jab_Nin
Toxic Barrage,5,1,Kyrama410
Shotgun Ammo Mutation,3,4,Ahtih12
Hyperion Thrusters,6,2,BlackAlbinoBoots
Infested Impedance,9,1,vbfgkdntm
Hydroid Prime Systems Blueprint,38,1,mrsatoo
Primed Animal Instinct,35,2,ProbablyET
Pilfering Strangledome,9,2,Xx_Your_DEATH_xX
Proton Pulse,3,10,DreamJuno
Gas City Lifts Scene,15,3,Resmini
Dog Days Scene,300,1,DySonAce
Shockwave Actuators,100,1,iknalik
Assimilate,10,1,Saner_23
Glaive Prime Set,70,1,Sanurai_ShiEn_TH
Scindo Prime Set,30,1,Sauce7
Telos Boltace,25,1,Zucc232
Latron Prime Receiver,14,1,Dozion
Latron Prime Stock,17,2,--LG--Cablown
Lex Prime Barrel,2,1,borritoeater69
Grineer Forest Factory Scene,10,1,Hjallu
Heart Nyth,2,277,antonio02dj
Suda's Datascape Scene,149,1,Bartyde
Sybaris Prime Receiver,8,1,Deathbunnies
Staggering Shield,14,1,huppeldaaf
Akstiletto Prime Set,139,1,hoconel
Stropha Set,20,1,YareliMatingPress
Velox Set,8,1,Lord_Lothric
Stahlta Barrel,2,16,Galahdm
Stahlta Set,18,4,B4lllZy
Velox Receiver,5,3,luiz_eduardo
Stropha Blade,5,1,MARViN_vv
Stahlta Receiver,8,3,Nichilum
Stropha Receiver,5,2,Wings.O.Flame
Stropha Stock,2,5,Oni_FakeSmile
Stropha Barrel,5,1,MARViN_vv
Stahlta Stock,5,2,Vikos_Nep
Velox Barrel,5,2,DevilVR
Corpus Ship Hangar Scene,10,1,Hjallu
Corpus Ship Bridge Scene,6,1,ShadowPrime321
Corpus Ship Orbital Cannon Scene,2,4,saintt14
Glaxion Vandal,45,1,2laTula
Primed Rubedo-Lined Barrel,49,1,HuberVitim
Inaros Prime Set,60,2,QianliRush
Inaros Prime Chassis Blueprint,4,1,TemvipWF
