item_name,platinum,quantity,seller
Guandao Prime Blueprint,4,1,Volaenyr
Theorem Demulcent,4,5,F3mboy-Collector
Theorem Infection,4,13,RealSamurai
Arum Spinosa Blueprint,4,1,zenith612
Residual Shock,4,1,Chlebek3214
Slicing Feathers,4,2,Erodori
Gladiator Rush,4,54,DullahanHollow
Braton Prime Receiver,4,1,KILLALLCOPS
Overview,4,7,Zecqi
Anemic Agility,4,4,chrxmexrei
Resolute Focus,4,4,MikulllC
Magus Elevate,4,14,TheLionOfOrange
Hunter Recovery,4,5,Erodori
Blackout Pulse,4,2,Flishcap
Rubico Prime Receiver,4,1,neonmacska
Galatine Prime Blade,4,1,hsohsoprime
Atlas Prime Systems Blueprint,4,1,ColinSoGoated10
Gram Prime Blade,4,1,IFEELBLOOD
Tek Gravity,4,1,Erodori
Residual Boils,4,1,Chlebek3214
Residual Viremia,4,2,Chlebek3214
Residual Malodor,4,2,Chlebek3214
Baza Prime Barrel,4,1,TrapChloe
Fire Suppression,4,3,TomoMapuche
Pathocyst Blueprint,4,1,borritoeater69
Conic Nozzle,4,1,WekroM
Ripload,4,1,WekroM
Forward Artillery,4,2,Ploopyqwerty
Arcane Rage,4,1,NeZeiQei
Magus Lockdown,4,1,jumao555
Zakti Prime Barrel,4,1,UUUsername
Nezha Prime Systems Blueprint,4,1,Warrmattir
Tenora Prime Blueprint,4,1,Rafaelwolf.
Octavia Prime Neuroptics Blueprint,4,1,Hallowed_Deception
Neo Z3 Relic,4,13,maxinext18
Neo P1 Relic,4,11,Sneakwolf
Neo N15 Relic,4,12,Fenriuls
Neo Z2 Relic,4,24,SurpentFang
Neo N8 Relic,4,18,CakeMask
Neo V2 Relic,4,10,NickarilusPrime
Neo C1 Relic,4,36,SurpentFang
Meso N9 Relic,4,14,waaalie
Meso I1 Relic,4,11,waaalie
Meso K3 Relic,4,20,Radynia
Meso N10 Relic,4,9,Volmie
Meso P2 Relic,4,2,fizzledwar
Lith S10 Relic,4,5,Volmie
Lith A3 Relic,4,22,waaalie
Lith M4 Relic,4,20,waaalie
Aquapulmo,4,30,Jelanat
Protective Shots,4,2,ToxicZombie2008
Crimson Fugue,4,1,ChingIing
Scourging Warheads,4,4,grafeity
Ironclad Matrix,4,1,WekroM
Raider Matrix,4,8,Resmini
Phoenix Blaze,4,1,TaipanSamurai
Deimos Depths Scene,4,1,Erodori
Neo V10 Relic,4,14,BigBoiMad
Astilla Prime Blueprint,4,6,MavizzDave
Volnus Prime Blueprint,4,1,TemvipWF
Lith G4 Relic,4,24,SilentMan187
Aerial Prospectus,4,3,Drakariss88
Boreal's Contempt,4,1,Sidonus
Amar's Anguish,4,9,MrGek98
Knell Prime Blueprint,4,1,Radynia
Amar's Hatred,4,3,Schorolo
Galeforce Dawn,4,10,saminsrule
Molt Augmented,4,31,HitmanKiwi
Parallax Avionics Blueprint,4,1,PROEZZA
Parallax Fuselage Blueprint,4,1,Flaarpie
Hystrix Prime Blueprint,4,1,lmotekh
Revenant Prime Chassis Blueprint,4,1,SirJonas.
Phantasma Prime Blueprint,4,1,Chlebek3214
Phantasma Prime Receiver,4,1,Oni_FakeSmile
Arcane Rise,4,1,Yishi_
Cobra & Crane Prime Hilt,4,1,Oni_FakeSmile
Primary Plated Round,4,21,iffrit
Arcane Double Back,4,21,iffrit
Larkspur Prime Stock,4,1,Chlebek3214
Primary Exhilarate,4,2,Matszuco
Akimbo Slip Shot,4,7,CloudATL
Gunsen Prime Handle,4,1,Callidus-Y
Neo D8 Relic,4,20,Lolo00097
Neo K7 Relic,4,20,ItzLyfe
Neo K6 Relic,4,6,Astropia
Abyssal Beacon,4,11,TubbyTacoSlap
Energy Nexus,4,11,SciCaster
Precision Intensify,4,11,SciCaster
Condition's Perfection,4,1,WekroM
Master's Edge,4,1,WekroM
Melee Influence,4,5,PlatinumChaser
Melee Animosity,4,3,Hurkisq
Gauss Prime Neuroptics Blueprint,4,1,Callidus-Y
Meso H6 Relic,4,3,alterror1
Lith R5 Relic,4,1,Kozm
Acceltra Prime Receiver,4,1,krestikbuy
Protea Prime Neuroptics Blueprint,4,1,TheBassWarrior
Velox Prime Receiver,4,1,Ahtih12
Arcane Ice Storm,4,15,WekroM
Arcane Battery,4,16,Marrkoff
Secondary Fortifier,4,14,WekroM
Neo P7 Relic,4,21,alterror1
Neo E4 Relic,4,16,CakeMask
Epitaph Prime Barrel,4,1,magnus_4496
Loyal Retriever,4,3,TenseiStar
Xaku Prime Chassis Blueprint,4,1,krestikbuy
Quassus Prime Handle,4,1,grimze2212
Lavos Prime Neuroptics Blueprint,4,1,Itspepsii
Neo D9 Relic,4,4,Thesiverioxd
Neo C6 Relic,4,10,Kettumasa
Turbo Protect,4,8,Nimbus-xoco
Creeping Bullseye,5,1,Yuuuuuuuuuki
Quasar Drill,5,1,Yishi_
Comet Blast,5,1,Esi_of_Hasir
Nebula Bore,5,1,Esi_of_Hasir
Creeping Bullseye,5,1,Yuuuuuuuuuki
Quasar Drill,5,1,Yishi_
Comet Blast,5,1,Esi_of_Hasir
Nebula Bore,5,1,Esi_of_Hasir
Zhuge Prime Grip,5,1,NicknameLB
Superior Defenses,5,1,Big-Life
Rifle Ammo Mutation,5,1,SpreadThatBootyhole
Creeping Bullseye,5,1,Yuuuuuuuuuki
Quasar Drill,5,1,Yishi_
Comet Blast,5,1,Esi_of_Hasir
Nebula Bore,5,1,Esi_of_Hasir
Zhuge Prime Grip,5,1,NicknameLB
Superior Defenses,5,1,Big-Life
Rifle Ammo Mutation,5,1,SpreadThatBootyhole
Shotgun Savvy,5,6,lilaxell
Odonata Prime Systems Blueprint,5,2,Bree_ze
System Reroute,5,1,Zunraaa
Gorgon Wraith Receiver,5,2,CarboTurbo
Vigor,5,1,Pichulosauriox
Shredder,5,30,BiNGO-BAG
Zhuge Prime Blueprint,5,1,chucklemeowdoge
Protect,5,1,ChicaoInsano
Vigilante Pursuit,5,1,WekroM
Furax Wraith Right Gauntlet,5,2,Shortyboi
Pressurized Magazine,5,1,Frostvali
Shell Compression,5,2,Schizobia
Battering Maneuver,5,3,coast98
Stalk,5,6,Ryuooki
Sovereign Outcast,5,88,Dent
Heavy Impact,5,61,Modern_Patriot
Pyrana Prime Receiver,5,2,neonmacska
Tigris Prime Stock,5,2,LuisAngel0502
Pistol Pestilence,5,1,AmberDuskDragon
Gladiator Resolve,5,2,Zollikami
Ayatan Piv Sculpture,5,3,kozhaki
Chilling Grasp,5,10,DreamJuno
Blazing Steel,5,1,WekroM
Destreza Prime Handle,5,1,ntNebby
Tigris Prime Barrel,5,1,KILLALLCOPS
Aklex Prime Blueprint,5,1,xXxM4L4KxXx
Link Vitality,5,1,ShanghaiPH
Rush,5,21,KaBoomPrime
Cleanse Infested,5,1,fox.h
Parallax Scope,5,30,BiNGO-BAG
Rubico Prime Barrel,5,1,KanyeVest
Combustion Rounds,5,1,CSBradley
Spoiled Strike,5,3,niunhappy04
Augur Accord,5,2,SQKaede
Breach Loader,5,1,WekroM
Dual Kamas Prime Blueprint,5,1,IFEELBLOOD
Zenurik Lens,5,20,EvilWithin07
Hawk Eye,5,20,coast98
Link Redirection,5,4,KaBoomPrime
Tiberon Prime Blueprint,5,1,Prototipogamers
Ballistica Prime Receiver,5,1,Hurkisq
Kuva Fortress Crevice Scene,5,3,Kettumasa
Grineer Sealab Centrifuge Scene,5,30,kazemon
Lua Balcony Scene,5,1,TubbyTacoSlap
Air Recon,5,14,kelppSK
Venka Prime Blueprint,5,1,KLOUDDY01
Reflection,5,1,DeangelPrime
Shotgun Amp,5,1,EmberEye_
Kavasa Prime Band,5,4,hsohsoprime
Laser Sight,5,1,VeridicalSeeker
Expel Grineer,5,10,coast98
Pistol Riven Mod (Veiled),5,1,Keigo_Raxh
Fortitude,5,2,DeangelPrime
Automatic Trigger,5,1,phantasmalwordsmith
Homing Fang,5,16,BatzoPrime
Maul,5,3,RuinAwakening
Dera Vandal Receiver,5,1,YuriahTHS
Whirlwind,5,1,DeangelPrime
Heavy Caliber,5,3,360NoSCopeO
Atlantis Vulcan,5,2,_Aranar_
Zhuge Prime String,5,1,IFEELBLOOD
Link Fiber,5,1,Esi_of_Hasir
Shepherd,5,1,EmberEye_
Deadly Efficiency,5,2,phantasmalwordsmith
Suppress,5,10,coast98
Maglev,5,1,DVRKSER
Hunt,5,1,ChicaoInsano
Firestorm,5,1,Hallowed_Deception
Berserker Fury,5,1,Zollikami
Warm Coat,5,10,DreamJuno
Mesa Prime Blueprint,5,2,Shaddock223
Redeemer Prime Blueprint,5,1,TemvipWF
Tipedo Prime Blueprint,5,1,Tigar12
Shelter,5,5,DRAGATUS
Power Drift,5,20,F100DEDDFWM
Cutting Edge,5,4,RevantheCrusader
Contagious Spread,5,9,Killer2611992
Swift Momentum,5,1,Flishcap
Combat Discipline,5,3,KastarTroy
Tekko Prime Gauntlet,5,1,SirJonas.
Hit And Run,5,1,Esi_of_Hasir
Ivara Prime Neuroptics Blueprint,5,1,Setsuna_x3
Aksomati Prime Receiver,5,3,_vashh_
Ammo Stock,5,5,Tigar12
Self Destruct,5,1,DVRKSER
Scindo Prime Blueprint,5,1,360NoSCopeO
Embedded Catalyzer,5,1,Meiko77
Shotgun Riven Mod (Veiled),5,1,Jorgix
Magus Cadence,5,12,z3dm
Kavasa Prime Kubrow Collar Blueprint,5,3,TwistedFox.7c
Ankyros Prime Blueprint,5,3,Achlyyss
Baza Prime Receiver,5,1,grimze2212
Neutralize,5,4,TubbyTacoSlap
Akbolto Prime Blueprint,5,1,CarboTurbo
Mantis Fuselage Blueprint,5,1,Kuva-Junkie
Shred,5,2,Namezzis
Banshee Prime Blueprint,5,1,Kate45073
Healing Return,5,1,Arkhas017
Dispatch Overdrive,5,91,-RG-Komi
Vengeful Revenant,5,1,Esi_of_Hasir
Toxic Barrage,5,1,Kyrama410
Velox Receiver,5,3,luiz_eduardo
Stropha Blade,5,1,MARViN_vv
Stropha Receiver,5,2,Wings.O.Flame
Stropha Barrel,5,1,MARViN_vv
Stahlta Stock,5,2,Vikos_Nep
Velox Barrel,5,2,DevilVR
Karyst Prime Blueprint,5,1,asalto-PRIME
Dakra Prime Blueprint,5,1,TheVeganTeacher
Cernos Prime String,5,1,MavizzDave
Target Acquired,5,2,Why__Not
Gladiator Finesse,5,1,Kamikaze_v9
Kogake Prime Boot,5,1,PHaraOH.A
Akbolto Prime Barrel,5,1,CurtainMh
Saxum Thorax,5,1,Esi_of_Hasir
Sicarus Prime Blueprint,5,1,asalto-PRIME
Ferocity,5,3,Kyrama410
Vital Sense,5,9,ItsJustaRide
Spira Prime Blueprint,5,1,Prototipogamers
Toxin Resistance,5,8,DreamJuno
Exodia Epidemic,5,1,cybersparky13
Damaged Necramech Weapon Stock,5,1,kazemon
Necramech Reach,5,1,Yishi_
Nezha Prime Blueprint,5,1,CreamBetweens_
Necramech Enemy Sense,5,2,phantasmalwordsmith
Kogake Prime Blueprint,5,1,TheBassWarrior
Gram Prime Blueprint,5,2,Shaddock223
Shell Rush,5,1,Oni_FakeSmile
Magus Cloud,5,5,Orth
Corrupt Charge,5,3,Yuuuuuuuuuki
Equilibrium,5,2,Wildrage18444444
Arcane Acceleration,5,1,Purpletta
Arcane Arachne,5,2,Honk.
Conductive Blade,5,9,DreamJuno
Mirage Prime Neuroptics Blueprint,5,1,Pheal
Nami Skyla Prime Blueprint,5,1,Souljester33
Akjagara Prime Link,5,1,Shaddock223
Stradavar Prime Barrel,5,1,Hurkisq
Proton Snap,5,1,DVRKSER
Meteor Crash,5,1,KastarTroy
Magus Husk,5,1,VVVVVVEmersonFisioVVVVVV
Tether,5,2,AltCrest00
Pistol Amp,5,1,Rolimogyi
Corinth Prime Blueprint,5,1,gueletric010
Pathocyst Subcortex,5,1,MARViN_vv
Master Key,5,2,OdisWolf
Out Of Sight,5,2,phantasmalwordsmith
Synth Charge,5,1,ArtemisMagus
Zodiac Shred,5,1,Lacroxer
Augur Pact,5,1,javar2406
Virulent Scourge,5,1,Zollikami
Necramech Stretch,5,2,YouCanMilkThese
Granum Void Scene,5,1,TubbyTacoSlap
Battle Forge,5,3,CSBradley
Astral Slash,5,2,Tenno20691
Efficient Transferral,5,4,DaPolice357
Intruder Stasis,5,2,AltCrest00
Pangolin Prime Handle,5,2,IancuL
Necramech Streamline,5,1,ardwiz
Necramech Hydraulics,5,1,MrGek98
Zakti Prime Receiver,5,1,Oaharaa
Necramech Friction,5,1,Esi_of_Hasir
Pandero Prime Barrel,5,41,Semblantx
Axi E2 Relic,5,11,Brenden751
Axi B3 Relic,5,4,Brenden751
Axi A12 Relic,5,5,ppaattrryykk73
Axi H5 Relic,5,6,MikulllC
Neo B4 Relic,5,30,SilentMan187
Neo R2 Relic,5,35,Brenden751
Neo R4 Relic,5,42,Brenden751
Neo I2 Relic,5,26,Brenden751
Neo B7 Relic,5,8,CakeMask
Neo P2 Relic,5,14,Brenden751
Neo S14 Relic,5,12,Brenden751
Neo M1 Relic,5,26,CakeMask
Neo S9 Relic,5,23,linyuanzimo
Neo M2 Relic,5,38,Brenden751
Neo B5 Relic,5,35,Brenden751
Neo Z5 Relic,5,84,Brenden751
Neo I1 Relic,5,9,CHiliPePeR58
Neo S8 Relic,5,18,Shaetastic
Neo N10 Relic,5,25,Brenden751
Neo B6 Relic,5,5,ppaattrryykk73
Neo A3 Relic,5,98,Brenden751
Neo Z4 Relic,5,5,The_Bear89
Meso O1 Relic,5,36,SpectralAscend
Meso C6 Relic,5,10,SpectralAscend
Meso S7 Relic,5,2,Volmie
Meso D2 Relic,5,4,Seerista
Meso R1 Relic,5,11,Brenden751
Meso D3 Relic,5,5,fizzledwar
Meso T3 Relic,5,23,Brenden751
Meso E5 Relic,5,5,ppaattrryykk73
Meso D4 Relic,5,11,_Mayazo_
Lith M5 Relic,5,8,Brenden751
Lith V3 Relic,5,12,Volmie
Lith I1 Relic,5,12,BigBoiMad
Lith T2 Relic,5,10,Volmie
Lith W2 Relic,5,1,Raidibotti
Lith B2 Relic,5,14,Brenden751
Lith T1 Relic,5,15,Brenden751
Lith O1 Relic,5,3,Brenden751
Lith F1 Relic,5,49,Gold-Hay
Lith M7 Relic,5,6,MikulllC
Lith K5 Relic,5,6,MikulllC
Lith L2 Relic,5,6,Edwin5535
Flagellocanth,5,20,TubbyTacoSlap
Goopolla,5,294,ShinoHarvest
Mawfish,5,49,ShinoHarvest
Sapcaddy,5,2,ShinoHarvest
Epitaph Barrel,5,1,ResidentSchleeper
Epitaph Blueprint,5,2,TheLionOfOrange
Deimos Membrane Scene,5,1,Schizobia
Volnus Prime Head,5,1,Radynia
Gara Prime Neuroptics Blueprint,5,17,Semblantx
Gara Prime Systems Blueprint,5,1,Ben-Jaming
Astilla Prime Receiver,5,1,Scooben
Astilla Prime Stock,5,1,XenoDraxPrime
Evasive Denial,5,1,Schizobia
Diversified Denial,5,1,anveraxus
Nidus Prime Blueprint,5,1,Kate45073
Magnus Prime Blueprint,5,1,Wings.O.Flame
Strun Prime Receiver,5,1,grafeity
Strun Prime Barrel,5,1,crepetree
Strun Prime Stock,5,3,Semblantx
Magnus Prime Receiver,5,1,soggyfriess
Neo N16 Relic,5,6,Edwin5535
Amar's Contempt,5,2,Yishi_
Nira's Hatred,5,3,a73984621
Lith S11 Relic,5,6,Edwin5535
Neo K4 Relic,5,11,Brenden751
Scourge Prime Handle,5,2,Xx_Your_DEATH_xX
Lith S12 Relic,5,24,Sunhawkk
Corvas Prime Blueprint,5,1,ShanghaiPH
Corvas Prime Stock,5,1,BatzoPrime
Nagantaka Prime Stock,5,1,lovelessodin575
Lith G5 Relic,5,24,Sunhawkk
Neo C2 Relic,5,25,Sunhawkk
Neo M4 Relic,5,20,Sunhawkk
Laetum Blueprint,5,10,PHR0STB1TE
Hespar Handle Blueprint,5,8,grafytizerteks
Aeolak Barrel Blueprint,5,16,ConjointArchon
Innodem Blueprint,5,6,PHR0STB1TE
Parallax Engines Blueprint,5,1,eStar_99_Enpi
Neo N21 Relic,5,14,Brenden751
Khora Prime Chassis Blueprint,5,1,nofaceosama
Neo D5 Relic,5,18,Sunhawkk
Hystrix Prime Barrel,5,1,Flishcap
Meso V7 Relic,5,12,Brenden751
Neo S15 Relic,5,25,Sunhawkk
Dual Keres Prime Blade,5,1,IFEELBLOOD
Lith H6 Relic,5,12,Brenden751
Tatsu Prime Blade,5,1,Charutus
Meso P10 Relic,5,43,SpectralAscend
Lith S14 Relic,5,26,Brenden751
Perigale Set,5,2,Perime
Lith G6 Relic,5,11,Brenden751
Afuris Prime Barrel,5,1,Chlebek3214
Afuris Prime Blueprint,5,1,Snoopy
Cobra & Crane Prime Blade,5,2,zyf1997524
Secondary Kinship,5,2,Kettumasa
Corufell Barrel,5,1,VeridicalSeeker
Shade Prime Cerebrum,5,1,crumblo
Hildryn Prime Chassis Blueprint,5,1,chief_52
Lith R3 Relic,5,2,Vitsofelx
Secondary Shiver,5,2,sir_salters
Mountain's Edge,5,1,P1ige0n
Arcane Power Ramp,5,4,CloudATL
Secondary Outburst,5,3,Loinchen
Dais Cay Scene,5,1,Dr_Chen32
Axi G11 Relic,5,17,Brenden751
Meso W3 Relic,5,10,AMVMonster
Ready Steel,5,20,CrVaL
Smite The Murmur,5,1,grafeity
Melee Exposure,5,1,MfSilou
Axi A18 Relic,5,14,Brenden751
Neo A11 Relic,5,18,AMVMonster
Meso A5 Relic,5,6,AMVMonster
Meso H5 Relic,5,20,AMVMonster
Meso W5 Relic,5,8,Killuaxa
Meso W4 Relic,5,30,AMVMonster
Semi-Pistol Cannonade,5,15,xRunemasterx
Sevagoth Prime Blueprint,5,1,eStar_99_Enpi
Axi O6 Relic,5,9,alterror1
Neo Z11 Relic,5,13,Brenden751
Epitaph Prime Blueprint,5,1,wershPrime
Elusive Posture,5,1,tobiwolf
Bloodthirst,5,10,TenseiStar
Cull The Weak,5,10,TenseiStar
Meso V10 Relic,5,17,Brenden751
Lavos Prime Chassis Blueprint,5,1,Dragoneir0
Axi F3 Relic,5,6,WaRsDoOmGoD
Anti-V,5,2,ShanghaiPH
ByteRyte,5,4,royi_sm
Keep-Clean,5,1,OdisWolf
Computer Cop,5,1,KMLCLGR
Coaction Drift,6,1,Lacroxer
Ballistica Prime Lower Limb,6,1,Shaddock223
Wukong Prime Neuroptics Blueprint,6,4,Setsuna_x3
Tigris Prime Receiver,6,1,Santhony97
Scimitar Avionics Blueprint,6,1,ResidentSchleeper
Hikou Prime Stars,6,1,TexnoLogic
Fang Prime Set,6,1,Bicudo60
Pointed Wind,6,1,quirkyturtle9001
Rhino Prime Chassis Blueprint,6,2,Fhilee
Helios Prime Blueprint,6,1,Tomas_Pt999
Vasto Prime Receiver,6,1,CurtainMh
Exodia Hunt,6,4,TheLionOfOrange
High Noon,6,1,SuperChoque
Silva & Aegis Prime Blade,6,1,Radynia
Squad Renew,6,1,CSBradley
Crimson Dervish,6,2,jumao555
Cernos Prime Grip,6,2,asasasasaa
Hyperion Thrusters,6,2,BlackAlbinoBoots
Corpus Ship Bridge Scene,6,1,ShadowPrime321
Venka Prime Blades,6,2,Setsuna_x3
Necramech Slipstream,6,3,DreamJuno
Agkuza Handle,6,1,zKaTilysT
Carrier Prime Systems,6,1,serzaan34
Nano-Applicator,6,1,Meiko77
Damaged Necramech Weapon Barrel,6,1,Mchaggis79
Damaged Necramech Weapon Receiver,6,1,ToxicZombie2008
Sybaris Prime Stock,6,1,Andro172
Nikana Prime Blueprint,6,1,CzarnaBl00za
Zephyr Prime Neuroptics Blueprint,6,1,serzaan34
Particle Ram,6,1,Esi_of_Hasir
Dethcube Prime Systems,6,1,Sitacho
Limbo Prime Blueprint,6,1,kingrileyyk
Ayatan Anasa Sculpture,6,1,Capt_Rush
Ion Burn,6,1,SaxySaxophone
Netra,6,1,borritoeater69
Galatine Prime Handle,6,1,keatzu
Axi S3 Relic,6,6,BITI3b
Axi O4 Relic,6,11,linyuanzimo
Neo Z1 Relic,6,13,CakeMask
Meso O2 Relic,6,6,Lolo00097
Meso D5 Relic,6,1,fizzledwar
Lith N6 Relic,6,24,-Sheng-
Lith M6 Relic,6,14,Radynia
Fortifying Fire,6,1,Flishcap
Focused Prospectus,6,2,Shaetastic
Nidus Prime Systems Blueprint,6,1,Warrmattir
Harrow Prime Neuroptics Blueprint,6,1,SirJonas.
Lith T9 Relic,6,18,NickarilusPrime
Garuda Prime Chassis Blueprint,6,1,Prototipogamers
Nagantaka Prime Barrel,6,1,Elkokoteur
Khora Prime Systems Blueprint,6,1,XZAlexModz
Axi A17 Relic,6,2,Gasparotto
Shivering Contagion,6,1,JakemanT
Axi V11 Relic,6,1,alterror1
Protea Prime Systems Blueprint,6,1,Samper_Fi_97
Axi B8 Relic,6,3,Killuaxa
Meso S14 Relic,6,1,alterror1
Meso B10 Relic,6,10,Volmie
Axi R4 Relic,6,6,Volmie
Cedo Prime Barrel,6,1,Broker121
Neo N19 Relic,6,13,alterror1
Neo S19 Relic,6,10,Volmie
Axi N12 Relic,6,9,Volmie
Drive-Duster,6,5,JakemanT
Arcane Barrier,7,1,-Kensey-
Arcane Barrier,7,1,-Kensey-
Zephyr Prime Chassis Blueprint,7,2,Setsuna_x3
Akjagara Prime Receiver,7,1,GranitKislota
Arcane Barrier,7,1,-Kensey-
Zephyr Prime Chassis Blueprint,7,2,Setsuna_x3
Akjagara Prime Receiver,7,1,GranitKislota
Volcanic Edge,7,2,CrimSomnia
Power Of Three,7,1,sleepcall
Zhuge Prime Receiver,7,1,Choclified
Nyx Prime Systems Blueprint,7,1,Valisis
Nami Skyla Prime Handle,7,1,TheRavox
Magus Repair,7,21,_Zontik1_
Frost Prime Neuroptics Blueprint,7,1,Jayiishim123234
Arcane Strike,7,63,Kapeika6
Braton Prime Set,7,1,TrapChloe
Silva & Aegis Prime Hilt,7,2,Ragnargh
Scindo Prime Handle,7,1,Gurren4702
Focus Energy,7,1,Vivrin
Sweeping Serration,7,1,RisunIrada
Dera Vandal Blueprint,7,2,ChillNinjaEsq
Valkyr Prime Neuroptics Blueprint,7,1,Souljester33
True Punishment,7,1,Ragnargh
Mecha Pulse,7,1,Ragnargh
Virtuos Forge,7,5,Orth
Electrified Barrel,7,4,Raidibotti
Fomorian Accelerant,7,1,CLIKBAITGOD
Imperator Vandal Blueprint,7,1,ARD905
Spring-Loaded Chamber,7,1,DevilTailP
Rhino Prime Systems Blueprint,7,1,VDust
Battle Stations,7,2,AltCrest00
Retrieve,7,1,FlareTheFolf
Scimitar Fuselage Blueprint,7,2,ResidentSchleeper
Titania Prime Neuroptics Blueprint,7,42,Semblantx
Naramon Transmute Core,7,4,Jab_Nin
Inaros Prime Blueprint,7,1,SweetScavMusic
Inaros Prime Systems Blueprint,7,4,Achlyyss
Oberon Prime Blueprint,7,1,CarboTurbo
Odonata Prime Blueprint,7,1,Tevis17
Phaedra Receiver,7,11,Lord_Lothric
Guided Ordnance,7,2,Scooben
Vectis Prime Blueprint,7,1,IFEELBLOOD
Necramech Aviator,7,1,P1ige0n
Cedo Barrel,7,2,Resmini
Mirage Prime Chassis Blueprint,7,1,Sylvdrop
Ore Gaze,7,6,local_okamishi
Vigilante Offense,7,1,Hazy_Lazy_Doll
Hunter Synergy,7,1,WekroM
Sheev Hilt,7,1,UltimateGrox
Arcane Precision,7,4,Dezanar
Live Wire,7,1,Jab_Nin
Exodia Might,7,1,BigBubbaJukes
Stradavar Prime Stock,7,3,Souljester33
Destreza Prime Blueprint,7,1,Aasithar
Chroma Prime Blueprint,7,1,Souljester33
Untraceable,7,2,Viccaden
Form Up,7,1,Hazy_Lazy_Doll
Arcane Avenger,7,2,_vashh_
Chroma Prime Chassis Blueprint,7,1,Souljester33
Corinth Prime Receiver,7,1,LovelySad
Guandao Prime Blade,7,1,SirJonas.
Axi A10 Relic,7,4,Radynia
Axi T4 Relic,7,3,Radynia
Axi A4 Relic,7,3,Lolo00097
Neo S12 Relic,7,64,maxinext18
Neo M3 Relic,7,55,-QG-Dante
Neo V7 Relic,7,10,SzayelGranz
Meso T2 Relic,7,16,The_Bear89
Meso P4 Relic,7,8,Lolo00097
Lith V5 Relic,7,9,Lolo00097
Lith B5 Relic,7,1,fizzledwar
Votive Onslaught,7,1,Raidibotti
Deimos Forsaken Scene,7,3,Erodori
Neo K3 Relic,7,80,seals-OwO
Neo Z8 Relic,7,14,CakeMask
Repair Dispensary,7,2,HeiMiXiaoBw
Zubb Bracket Blueprint,7,1,Pheal
Adlet Core Blueprint,7,1,Pheal
Frak Stabilizer Blueprint,7,1,Pheal
Firewall,7,1,Killer2611992
Null Audit,7,1,JakemanT
Neo N18 Relic,7,6,Edwin5535
Nira's Contempt,7,4,Schorolo
Corvas Prime Receiver,7,2,BASICSUKA
Dual Keres Prime Handle,7,1,CloudATL
Corufell Receiver,7,2,AlsoIMainYoshi
Steflos Barrel,7,1,ToddFramePrime
Neo A10 Relic,7,1,TheOzzer
Opportunity's Reach,7,1,WekroM
Dreamer's Bond,7,1,SaxySaxophone
Shotgun Elementalist,7,2,JakemanT
Melee Elementalist,7,2,JakemanT
Prosperous Retriever,7,7,Dronery
Reconifex Stock,7,1,hsohsoprime
Worm Away,7,8,Hockeygirl62
Trojan Tracker,7,5,Dreanol
Soft Safe,7,10,Hockeygirl62
Tectonic Fracture,8,1,Narutinn
Tectonic Fracture,8,1,Narutinn
Fluctus Limbs,8,1,WekroM
Fluctus Stock,8,1,WekroM
Fast Hands,8,1,Kanekiwi8
Tectonic Fracture,8,1,Narutinn
Fluctus Limbs,8,1,WekroM
Fluctus Stock,8,1,WekroM
Fast Hands,8,1,Kanekiwi8
Ballistica Prime String,8,1,jamerakanis
Bore,8,1,Ahtih12
Mag Prime Chassis Blueprint,8,1,SirJonas.
Entropy Burst,8,1,ElVolpi
Vigilante Fervor,8,1,snowballpee
Ankyros Prime Blade,8,2,MavizzDave
Carrier Prime Blueprint,8,1,Aleatoria
Soma Prime Blueprint,8,1,Irmaon
Vasto Prime Blueprint,8,5,xLuanHenrique
Wolf Sledge Blueprint,8,1,Kycklinggull1
Entropy Spike,8,1,Ishynn
Fanged Fusillade,8,1,FcsUchiha
Boltor Prime Stock,8,1,Ad4er1
Hydroid Prime Chassis Blueprint,8,1,FlameRose
Sunika Kubrow Imprint,8,1,Aakiii_
Fleeting Expertise,8,1,fox.h
Blade Of Truth,8,1,Scooben
Dual Kamas Prime Handle,8,4,kileer-GB-
Virtuos Surge,8,1,Z3rrgy
Stand United,8,1,MaxAltair
Investigator,8,1,Vivrin
Arcane Grace,8,1,-Kensey-
Virtuos Tempo,8,5,Orth
Sure Footed,8,6,DarkzinhoPT
Equinox Prime Neuroptics Blueprint,8,1,Prototipogamers
Mutalist Alad V Nav Coordinate,8,3,Volmie
Cunning Drift,8,2,Skrelpy25
Akbronco Prime Set,8,1,Belrus_Griffin
Atlas Prime Chassis Blueprint,8,1,everbus
Hollowed Bullets,8,1,Scooben
Quick Reload,8,1,foolscr0w
Cyngas Barrel,8,1,IFEELBLOOD
Repeater Clip,8,10,DreamJuno
Scattered Justice,8,5,IMaLo2
Oberon Prime Chassis Blueprint,8,1,everbus
Shedu Receiver,8,1,Rowzsky
Venomous Clip,8,7,DreamJuno
Purifying Flames,8,1,Final900
Silva & Aegis Prime Blueprint,8,2,Wildrage18444444
Malicious Raptor,8,1,PreSucrose
Rage,8,1,Erodori
Cernos Prime Upper Limb,8,1,KanyeVest
Condition Overload,8,2,xXPunchyXx
Vazarin Transmute Core,8,6,Jab_Nin
Madurai Transmute Core,8,10,Jab_Nin
Sybaris Prime Receiver,8,1,Deathbunnies
Velox Set,8,1,Lord_Lothric
Stahlta Receiver,8,3,Nichilum
Panthera Prime Stock,8,1,Man_Goat
